timestamp,open,high,low,close,volume
2024-01-31 17:42,483.28,483.28,483.2,483.21,101
2024-01-31 17:41,483.28,483.29,483.27,483.28,4593
2024-01-31 17:40,483.265,483.28,483.25,483.27,334
2024-01-31 17:39,483.27,483.28,483.26,483.265,1064
2024-01-31 17:38,483.2,483.26,483.11,483.26,448
2024-01-31 17:37,483.2,483.25,483.1,483.2,944
2024-01-31 17:36,483.2,483.21,483.155,483.21,75
2024-01-31 17:35,483.2,483.2,483.145,483.2,744
2024-01-31 17:34,483.21,483.21,483.145,483.145,48
2024-01-31 17:33,483.17,483.21,483.145,483.18,1277
2024-01-31 17:32,483.145,483.22,483.1,483.17,584
2024-01-31 17:31,483.15,483.21,483.06,483.06,4117
2024-01-31 17:30,483.14,483.22,483.14,483.185,917
2024-01-31 17:29,483.18,483.22,483.16,483.16,545
2024-01-31 17:28,483.15,483.23,483.14,483.18,1072
2024-01-31 17:27,483.145,483.25,483.14,483.195,678
2024-01-31 17:26,483.19,483.28,483.14,483.15,1511
2024-01-31 17:25,483.23,483.25,483.18,483.2,935
2024-01-31 17:24,483.28,483.28,483.23,483.23,386
2024-01-31 17:23,483.255,483.28,483.25,483.25,265
2024-01-31 17:22,483.275,483.3,483.24,483.255,205
2024-01-31 17:21,483.32,483.32,483.24,483.24,1315
2024-01-31 17:20,483.32,483.34,483.275,483.275,306
2024-01-31 17:19,483.255,483.33,483.23,483.32,5417
2024-01-31 17:18,483.25,483.28,483.23,483.255,223
2024-01-31 17:17,483.27,483.28,483.25,483.255,2161
2024-01-31 17:16,483.29,483.29,483.26,483.27,761
2024-01-31 17:15,483.26,483.27,483.22,483.25,2256
2024-01-31 17:14,483.27,483.29,483.25,483.25,620
2024-01-31 17:13,483.22,483.29,483.22,483.27,319
2024-01-31 17:12,483.24,483.27,483.22,483.255,3411
2024-01-31 17:11,483.215,483.25,483.215,483.25,544
2024-01-31 17:10,483.25,483.25,483.18,483.23,7857
2024-01-31 17:09,483.2,483.25,483.1,483.215,6376
2024-01-31 17:08,483.24,483.25,483.2,483.2,1060
2024-01-31 17:07,483.25,483.25,483.24,483.25,5290
2024-01-31 17:06,483.23,483.26,483.23,483.24,1327
2024-01-31 17:05,483.25,483.28,483.23,483.25,2213
2024-01-31 17:04,483.28,483.28,483.24,483.24,75
2024-01-31 17:03,483.22,483.28,483.201,483.24,13229
2024-01-31 17:02,483.31,483.31,483.2,483.22,1037
2024-01-31 17:01,483.241,483.27,483.215,483.27,3326
2024-01-31 17:00,483.25,483.29,482.88,483.265,20073
2024-01-31 16:59,483.22,483.27,483.22,483.26,2356
2024-01-31 16:58,483.25,483.25,483.18,483.235,3791
2024-01-31 16:57,483.25,483.25,483.23,483.245,1944
2024-01-31 16:56,483.25,483.25,483.19,483.22,1080
2024-01-31 16:55,483.16,483.24,483.15,483.235,6087
2024-01-31 16:54,483.155,483.17,483.14,483.15,3197
2024-01-31 16:53,483.15,483.17,483.13,483.16,3286
2024-01-31 16:52,483.14,483.2,483.14,483.155,19928
2024-01-31 16:51,483.14,483.18,483.12,483.17,6140
2024-01-31 16:50,483.1,483.13,483.09,483.129,1162
2024-01-31 16:49,483.01,483.11,482.88,483.1,122396
2024-01-31 16:48,483,483.04,483,483.01,1089
2024-01-31 16:47,483.03,483.03,482.99,483.03,4872
2024-01-31 16:46,483.01,483.02,482.99,483.02,6114
2024-01-31 16:45,483.04,483.1,482.98,483.01,7554
2024-01-31 16:44,483.03,483.04,483.01,483.01,734
2024-01-31 16:43,483,483.04,482.88,483.025,448755
2024-01-31 16:42,483.07,483.08,483.01,483.01,8331
2024-01-31 16:41,483.05,483.07,483.02,483.07,2209
2024-01-31 16:40,483.15,483.16,483.05,483.09,17953
2024-01-31 16:39,483.2,483.24,483.15,483.16,19288
2024-01-31 16:38,483.23,483.24,483.19,483.195,20883
2024-01-31 16:37,483.11,483.25,483.11,483.2,4354
2024-01-31 16:36,483.13,483.215,483.13,483.16,6955
2024-01-31 16:35,483.02,483.14,483.02,483.135,14510
2024-01-31 16:34,482.95,483.02,482.95,483.02,40957
2024-01-31 16:33,482.99,482.99,482.95,482.955,33803
2024-01-31 16:32,482.97,482.99,482.97,482.99,1367
2024-01-31 16:31,482.98,483.01,482.98,482.98,19150
2024-01-31 16:30,483,483.01,482.97,482.99,5050
2024-01-31 16:29,483.05,490.98,482.95,483,268628
2024-01-31 16:28,483.09,483.09,483.04,483.05,3157
2024-01-31 16:27,483.04,483.1,483.04,483.08,9763
2024-01-31 16:26,483.05,483.07,483,483.05,13055
2024-01-31 16:25,483.05,483.07,483.04,483.05,21491
2024-01-31 16:24,483.04,483.09,483.04,483.045,48623
2024-01-31 16:23,483.06,483.08,483.04,483.04,32357
2024-01-31 16:22,483.09,483.11,483.04,483.07,51234
2024-01-31 16:21,483.2,483.22,483.08,483.1,2612
2024-01-31 16:20,483.24,483.26,483.2,483.22,11998
2024-01-31 16:19,483.29,483.29,483.181,483.25,19609
2024-01-31 16:18,483.29,483.31,483.27,483.27,14996
2024-01-31 16:17,483.28,483.31,483.27,483.29,7099
2024-01-31 16:16,483.22,483.31,483.22,483.28,42697
2024-01-31 16:15,483.23,490.98,482.88,483.22,364216
2024-01-31 16:14,483.27,490.98,483.22,483.23,316533
2024-01-31 16:13,483.23,483.32,483.082,483.275,293817
2024-01-31 16:12,483.29,483.36,483.24,483.24,12836
2024-01-31 16:11,483.28,483.35,483.082,483.3,3055042
2024-01-31 16:10,482.88,483.37,482.88,483.29,8620911
2024-01-31 16:09,483.07,483.16,483.06,483.16,108557
2024-01-31 16:08,483.17,483.2,483.077,483.09,424858
2024-01-31 16:07,483.36,483.43,482.88,483.19,249861
2024-01-31 16:06,483.4,490.98,482.928,483.35,275692
2024-01-31 16:05,483.082,483.62,483.081,483.43,3870112
2024-01-31 16:04,483.19,490.98,483.03,483.44,374357
2024-01-31 16:03,482.94,485.794,482.91,483.217,156045
2024-01-31 16:02,482.78,483,482.76,482.93,315449
2024-01-31 16:01,482.76,487.391,482.67,482.78,209057
2024-01-31 16:00,482.915,483.242,482.72,482.77,7472831
2024-01-31 15:59,483.51,483.52,482.89,482.92,4234745
2024-01-31 15:58,483.865,483.895,483.48,483.51,3258273
2024-01-31 15:57,483.72,484.02,483.67,483.865,2175324
2024-01-31 15:56,483.69,484,483.68,483.72,1806138
2024-01-31 15:55,483.55,483.96,483.55,483.69,2521094
2024-01-31 15:54,483.14,483.57,483.05,483.555,1681373
2024-01-31 15:53,483.36,483.515,483.11,483.125,1145429
2024-01-31 15:52,483.405,483.43,483.2,483.36,1637375
2024-01-31 15:51,483.53,483.605,483.23,483.405,1246370
2024-01-31 15:50,483.58,483.6,483.36,483.52,2057568
2024-01-31 15:49,483.57,483.68,483.49,483.59,583000
2024-01-31 15:48,483.81,483.81,483.495,483.575,371959
2024-01-31 15:47,483.61,483.85,483.36,483.83,854842
2024-01-31 15:46,483.615,483.75,483.56,483.61,763633
2024-01-31 15:45,483.52,483.73,483.48,483.615,540876
2024-01-31 15:44,483.85,483.86,483.51,483.52,292231
2024-01-31 15:43,483.61,483.99,483.52,483.86,851297
2024-01-31 15:42,483.715,483.72,483.55,483.6,341425
2024-01-31 15:41,483.955,483.955,483.615,483.725,600540
2024-01-31 15:40,483.85,484.02,483.73,483.95,421613
2024-01-31 15:39,483.68,483.94,483.595,483.86,352428
2024-01-31 15:38,483.66,483.76,483.55,483.68,325193
2024-01-31 15:37,483.82,483.96,483.45,483.67,621279
2024-01-31 15:36,483.55,483.9,483.48,483.85,523619
2024-01-31 15:35,483.84,483.85,483.48,483.555,481146
2024-01-31 15:34,483.93,483.935,483.75,483.85,405719
2024-01-31 15:33,483.97,484.15,483.905,483.93,755097
2024-01-31 15:32,484.29,484.29,483.82,483.96,497348
2024-01-31 15:31,484.3,484.44,484.15,484.3,306976
2024-01-31 15:30,484.685,484.8,484.29,484.31,349818
2024-01-31 15:29,484.57,484.77,484.53,484.685,244624
2024-01-31 15:28,485.06,485.17,484.55,484.58,221298
2024-01-31 15:27,484.74,485.1,484.54,485.1,528235
2024-01-31 15:26,484.54,484.84,484.491,484.755,245176
2024-01-31 15:25,484.95,484.952,484.52,484.53,232956
2024-01-31 15:24,485.31,485.425,484.88,484.959,619140
2024-01-31 15:23,485.21,485.38,484.98,485.3,239519
2024-01-31 15:22,484.92,485.32,484.74,485.21,400373
2024-01-31 15:21,484.81,485.14,484.71,484.94,481556
2024-01-31 15:20,484.33,484.811,484.15,484.811,528985
2024-01-31 15:19,484.44,484.77,484.25,484.31,273864
2024-01-31 15:18,484.74,484.74,484.3,484.48,274986
2024-01-31 15:17,484.72,485.04,484.61,484.751,311935
2024-01-31 15:16,484.95,485.18,484.55,484.69,444861
2024-01-31 15:15,484.81,485.01,484.44,485.006,468724
2024-01-31 15:14,484.97,485.1,484.79,484.805,140310
2024-01-31 15:13,484.92,485.23,484.565,485.04,419432
2024-01-31 15:12,484.57,484.97,484.34,484.93,343920
2024-01-31 15:11,484.99,485.01,484.33,484.54,467362
2024-01-31 15:10,484.75,485.215,484.739,484.96,854341
2024-01-31 15:09,484.65,484.88,484.36,484.77,443399
2024-01-31 15:08,484.43,484.85,484.12,484.66,634297
2024-01-31 15:07,484.16,484.43,483.68,484.43,951787
2024-01-31 15:06,484.3,484.305,483.761,484.16,719457
2024-01-31 15:05,484.61,484.63,484.21,484.31,474017
2024-01-31 15:04,484.87,484.89,484.29,484.66,872429
2024-01-31 15:03,484.97,485.06,484.55,484.93,830092
2024-01-31 15:02,485.57,485.63,484.82,484.95,1550805
2024-01-31 15:01,486.24,486.47,485.55,485.56,643399
2024-01-31 15:00,486.5,486.62,486.01,486.26,416571
2024-01-31 14:59,486.98,487.23,486.34,486.484,352964
2024-01-31 14:58,487.3,487.31,486.905,486.98,635094
2024-01-31 14:57,487.02,487.36,486.94,487.272,153615
2024-01-31 14:56,487.44,487.44,487,487.025,515723
2024-01-31 14:55,487.15,487.51,486.86,487.48,241086
2024-01-31 14:54,487.25,487.46,487.06,487.16,183147
2024-01-31 14:53,486.92,487.41,486.81,487.24,257190
2024-01-31 14:52,486.961,487.05,486.48,486.91,370218
2024-01-31 14:51,487.43,487.47,486.94,486.98,306088
2024-01-31 14:50,487.84,487.94,487,487.43,702594
2024-01-31 14:49,488.16,488.37,487.74,487.84,277007
2024-01-31 14:48,488.32,488.38,488.01,488.15,427701
2024-01-31 14:47,488.82,488.91,488.21,488.31,771801
2024-01-31 14:46,488.68,488.91,488.51,488.84,363761
2024-01-31 14:45,488.45,489,488.45,488.68,652010
2024-01-31 14:44,488.6,488.85,488.3,488.45,395163
2024-01-31 14:43,488.46,488.74,488.32,488.6,465167
2024-01-31 14:42,488.51,488.67,488.32,488.47,429705
2024-01-31 14:41,488.18,488.58,488.12,488.48,470378
2024-01-31 14:40,487.99,488.34,487.91,488.18,487684
2024-01-31 14:39,487.26,488.26,487.2,487.98,716414
2024-01-31 14:38,486.51,487.47,486.42,487.24,467302
2024-01-31 14:37,486.46,486.6,485.98,486.51,451971
2024-01-31 14:36,486.74,486.81,486.43,486.45,274296
2024-01-31 14:35,486.66,487.34,486.49,486.73,583399
2024-01-31 14:34,486.67,486.72,486.38,486.66,142193
2024-01-31 14:33,486.777,486.94,486.44,486.661,269393
2024-01-31 14:32,486.52,486.9,486.33,486.76,390720
2024-01-31 14:31,485.96,486.68,485.83,486.48,346035
2024-01-31 14:30,486.15,486.25,485.94,485.95,174836
2024-01-31 14:29,485.99,486.19,485.88,486.14,130623
2024-01-31 14:28,486.07,486.21,485.92,485.999,168740
2024-01-31 14:27,486.29,486.34,486.06,486.08,138804
2024-01-31 14:26,486.155,486.36,486.12,486.3,247798
2024-01-31 14:25,485.95,486.19,485.835,486.15,226274
2024-01-31 14:24,485.86,486.07,485.74,485.96,337567
2024-01-31 14:23,485.81,485.88,485.63,485.88,220417
2024-01-31 14:22,486.005,486.07,485.735,485.81,234841
2024-01-31 14:21,486.17,486.17,485.96,486.02,161083
2024-01-31 14:20,485.94,486.24,485.82,486.17,153854
2024-01-31 14:19,486.03,486.12,485.87,485.925,194660
2024-01-31 14:18,486.27,486.33,486,486.01,274002
2024-01-31 14:17,486.52,486.57,486.235,486.27,172821
2024-01-31 14:16,486.3,486.54,486.17,486.52,142681
2024-01-31 14:15,486.4,486.49,486.18,486.31,319779
2024-01-31 14:14,486.77,486.84,486.37,486.4,211372
2024-01-31 14:13,486.81,486.948,486.58,486.77,168131
2024-01-31 14:12,486.6,486.86,486.56,486.745,171197
2024-01-31 14:11,486.45,486.61,486.21,486.6,133537
2024-01-31 14:10,486.33,486.53,486.15,486.47,176053
2024-01-31 14:09,486.169,486.45,486.07,486.27,197309
2024-01-31 14:08,486.32,486.42,486.07,486.169,171380
2024-01-31 14:07,486.44,486.45,486.01,486.305,267702
2024-01-31 14:06,486.8,486.97,486.33,486.42,267619
2024-01-31 14:05,486.4,487.02,486.32,486.81,546302
2024-01-31 14:04,486.62,486.67,486.01,486.38,439558
2024-01-31 14:03,486.18,486.69,485.91,486.62,400429
2024-01-31 14:02,486.22,486.28,485.64,486.18,531073
2024-01-31 14:01,486.34,486.61,485.72,486.22,1655922
2024-01-31 14:00,487.43,487.83,486.136,486.31,1009863
2024-01-31 13:59,487.53,487.54,487.31,487.43,86263
2024-01-31 13:58,487.48,487.56,487.48,487.525,63215
2024-01-31 13:57,487.49,487.5,487.41,487.46,74320
2024-01-31 13:56,487.45,487.489,487.372,487.485,75209
2024-01-31 13:55,487.34,487.48,487.32,487.47,62618
2024-01-31 13:54,487.52,487.55,487.31,487.34,72667
2024-01-31 13:53,487.51,487.52,487.43,487.52,61803
2024-01-31 13:52,487.6,487.62,487.5,487.5,90635
2024-01-31 13:51,487.53,487.62,487.47,487.6,116455
2024-01-31 13:50,487.65,487.65,486.995,487.525,296707
2024-01-31 13:49,487.56,487.65,487.52,487.62,70406
2024-01-31 13:48,487.58,487.61,487.52,487.56,124463
2024-01-31 13:47,487.52,487.61,487.52,487.575,92211
2024-01-31 13:46,487.45,487.515,487.44,487.515,83041
2024-01-31 13:45,487.35,487.49,487.345,487.445,78090
2024-01-31 13:44,487.2,487.35,487.18,487.345,67066
2024-01-31 13:43,487.19,487.2,487.11,487.196,32482
2024-01-31 13:42,487.26,487.31,487.13,487.19,50050
2024-01-31 13:41,487.08,487.28,487.06,487.26,96847
2024-01-31 13:40,487.06,487.11,487.04,487.07,48602
2024-01-31 13:39,487.17,487.19,487.03,487.05,70705
2024-01-31 13:38,487.21,487.23,487.13,487.16,43423
2024-01-31 13:37,487.175,487.22,487.11,487.22,49714
2024-01-31 13:36,487.22,487.22,487.1,487.17,64186
2024-01-31 13:35,487.23,487.32,487.22,487.22,66121
2024-01-31 13:34,487.31,487.335,487.215,487.23,74866
2024-01-31 13:33,487.3,487.33,487.22,487.32,50834
2024-01-31 13:32,487.29,487.325,487.21,487.285,53109
2024-01-31 13:31,487.24,487.35,487.19,487.3,98451
2024-01-31 13:30,487.21,487.24,487.12,487.24,152020
2024-01-31 13:29,487.1,487.21,487.06,487.2,56124
2024-01-31 13:28,487.13,487.16,487.06,487.106,70877
2024-01-31 13:27,487.175,487.25,487.11,487.12,95360
2024-01-31 13:26,487.26,487.265,487.15,487.175,47622
2024-01-31 13:25,487.11,487.25,487.11,487.25,79261
2024-01-31 13:24,487.155,487.19,487.06,487.11,233232
2024-01-31 13:23,487.3,487.34,487.14,487.15,106318
2024-01-31 13:22,487.36,487.43,487.29,487.3,62967
2024-01-31 13:21,487.5,487.53,487.335,487.36,132037
2024-01-31 13:20,487.64,487.675,487.46,487.5,71254
2024-01-31 13:19,487.67,487.71,487.615,487.63,61177
2024-01-31 13:18,487.565,487.67,487.535,487.67,56296
2024-01-31 13:17,487.53,487.63,487.48,487.57,45261
2024-01-31 13:16,487.64,487.66,487.525,487.535,84027
2024-01-31 13:15,487.49,487.66,487.472,487.65,152388
2024-01-31 13:14,487.4,487.5,487.395,487.5,60042
2024-01-31 13:13,487.42,487.425,487.34,487.405,48521
2024-01-31 13:12,487.36,487.45,487.33,487.42,44602
2024-01-31 13:11,487.291,487.41,487.28,487.37,39937
2024-01-31 13:10,487.5,487.51,487.27,487.29,126075
2024-01-31 13:09,487.49,487.53,487.44,487.5,46085
2024-01-31 13:08,487.5,487.55,487.465,487.5,87457
2024-01-31 13:07,487.41,487.55,487.39,487.495,100975
2024-01-31 13:06,487.55,487.55,487.342,487.408,53922
2024-01-31 13:05,487.39,487.57,487.375,487.545,132549
2024-01-31 13:04,487.39,487.45,487.39,487.39,45871
2024-01-31 13:03,487.49,487.49,487.36,487.38,57221
2024-01-31 13:02,487.39,487.49,487.38,487.49,89033
2024-01-31 13:01,487.35,487.407,487.24,487.39,101260
2024-01-31 13:00,487.345,487.38,487.305,487.342,71246
2024-01-31 12:59,487.325,487.36,487.28,487.34,73428
2024-01-31 12:58,487.16,487.34,487.16,487.325,114715
2024-01-31 12:57,487.07,487.2,487.065,487.17,64017
2024-01-31 12:56,487.05,487.08,486.995,487.08,27390
2024-01-31 12:55,486.99,487.081,486.955,487.05,62148
2024-01-31 12:54,486.979,487.05,486.905,487,47381
2024-01-31 12:53,487.15,487.15,486.95,486.97,62184
2024-01-31 12:52,487.14,487.16,487.082,487.145,64879
2024-01-31 12:51,487.05,487.18,487.02,487.15,92411
2024-01-31 12:50,486.93,487.09,486.93,487.05,55294
2024-01-31 12:49,486.82,486.95,486.81,486.94,43816
2024-01-31 12:48,486.87,486.925,486.8,486.81,52224
2024-01-31 12:47,486.92,486.995,486.845,486.86,39579
2024-01-31 12:46,486.985,487.03,486.91,486.91,48788
2024-01-31 12:45,487.07,487.107,486.975,486.98,45127
2024-01-31 12:44,487.035,487.13,487.03,487.067,55713
2024-01-31 12:43,486.9,487.05,486.834,487.04,63887
2024-01-31 12:42,486.75,486.92,486.75,486.89,106019
2024-01-31 12:41,486.7,486.8,486.695,486.759,47460
2024-01-31 12:40,486.725,486.725,486.61,486.69,51672
2024-01-31 12:39,486.6,486.77,486.58,486.735,68464
2024-01-31 12:38,486.69,486.69,486.59,486.605,79766
2024-01-31 12:37,486.86,486.89,486.56,486.69,264807
2024-01-31 12:36,487.03,487.04,486.82,486.85,75872
2024-01-31 12:35,487,487.085,486.94,487.02,54717
2024-01-31 12:34,487.17,487.17,486.979,486.99,87466
2024-01-31 12:33,487.19,487.215,487.13,487.17,37950
2024-01-31 12:32,487.11,487.21,487.05,487.189,160969
2024-01-31 12:31,487.3,487.3,487.05,487.11,164316
2024-01-31 12:30,487.34,487.345,487.27,487.3,115229
2024-01-31 12:29,487.33,487.36,487.28,487.338,111664
2024-01-31 12:28,487.28,487.34,487.275,487.33,70727
2024-01-31 12:27,487.28,487.32,487.26,487.27,45998
2024-01-31 12:26,487.21,487.29,487.2,487.29,71361
2024-01-31 12:25,487.09,487.26,487.09,487.21,59338
2024-01-31 12:24,487.01,487.15,487.01,487.09,62284
2024-01-31 12:23,487.03,487.05,486.96,487.02,56137
2024-01-31 12:22,487.09,487.12,487,487.03,38244
2024-01-31 12:21,487.06,487.11,486.98,487.075,51734
2024-01-31 12:20,487.03,487.08,486.99,487.05,51091
2024-01-31 12:19,487.11,487.17,487.035,487.035,64518
2024-01-31 12:18,487.05,487.13,487.045,487.114,52581
2024-01-31 12:17,487.09,487.151,487.02,487.05,68593
2024-01-31 12:16,487.1,487.13,486.98,487.09,79907
2024-01-31 12:15,487.15,487.21,487.03,487.1,145352
2024-01-31 12:14,487.16,487.195,487.04,487.142,144200
2024-01-31 12:13,487.24,487.24,487.125,487.16,77570
2024-01-31 12:12,487.2,487.24,487.085,487.23,102824
